date,group name,rank,last rank,up down,total messages,Datedifference,"count of the hashtag ""#FIVE""","count of the hashtag ""#FOUR""","count of the hashtag ""#Three""","count of the hashtag ""#SceneType""",score,total titles
2025-07-29,Erin Moore,133,133,0,141,21,2,0,0,2,29.91017312423051,1
2025-07-29,Alice adorable,134,134,0,114,26,1,2,0,0,29.8098254761628,0
2025-07-29,Venus Valencia,135,135,0,320,46,2,0,0,2,29.727800221564856,2
2025-07-29,Nadia Foxx,136,136,0,21,34,2,0,0,2,29.598618303534366,1
2025-07-29,Alice Klay,137,137,0,331,91,2,0,0,2,29.083011502869194,2
2025-07-29,Whitney Wright,138,138,0,563,179,0,4,1,5,29.036176867585347,5
2025-07-29,Chanel Preston,139,139,0,336,145,0,4,0,5,28.30092492652065,4
2025-07-29,Slimthick Vic,140,140,0,529,230,1,2,1,4,28.258155674219008,4
2025-07-29,Melody Mae,141,141,0,602,172,0,4,0,5,28.17788407935533,4
2025-07-29,Katy Rose,142,142,0,322,183,1,2,0,3,27.732749847585204,4
2025-07-29,Jeniffer Flex,143,143,0,197,176,2,0,0,2,27.707654781080162,2
2025-07-29,Nesty,144,144,0,278,211,2,0,0,2,27.27983475152237,3
2025-07-29,JILL KASSIDY,145,145,0,1036,284,1,2,0,3,26.98664680332205,4
2025-07-29,Sophie Choeur,146,146,0,35,13,0,3,2,0,26.91897997139109,1
2025-07-29,Pristine Edge,147,147,0,443,43,0,3,2,5,26.896633708696775,5
2025-07-29,Miriam Sinn Nimfa Nice,148,148,0,709,46,0,3,1,3,26.1234470889367,4
2025-07-29,Bella Rolland,149,149,0,145,294,1,2,0,3,25.934649635746432,3
2025-07-29,Jesse Pony,150,150,0,315,7,1,1,0,2,25.29122790578512,3
2025-07-29,Stoya,151,151,0,145,342,1,2,0,3,25.234941180935934,3
2025-07-29,Lucy Mendez,152,152,0,392,46,0,3,0,3,24.80103049007584,3
2025-07-29,NakedBakers,153,153,0,71,28,1,1,0,0,24.7369362135183,1
2025-07-29,Stella Luxx,154,154,0,295,66,0,3,0,3,24.41082785549417,3
2025-07-29,Maddy Keys,155,155,0,4,63,0,3,0,1,24.158587298687927,1
2025-07-29,Alice Drake,156,156,0,278,103,1,1,0,2,23.854178774845984,2
2025-07-29,Sandy Cheeks,157,157,0,417,117,0,3,0,3,23.79147224390163,3
2025-07-29,Sveltelana,158,158,0,239,109,1,1,0,0,23.72704882255122,2
2025-07-29,Anissa Kate,159,159,0,327,208,0,3,1,3,23.373403796018003,4
2025-07-29,Daruma Rai,160,160,0,329,176,1,1,0,2,22.8419102733503,2
2025-07-29,Whitney OC,161,161,0,391,207,1,1,0,2,22.453074627502986,2
2025-07-29,Molly Quinn,162,162,0,331,203,1,1,0,2,22.450358441644703,2
2025-07-29,KENDRA SUNDERLAND,163,163,0,276,230,0,3,0,3,22.00083264736791,3
2025-07-29,LIZ RAINBOW,164,164,0,302,235,0,3,0,3,21.95439061362078,4
2025-07-29,Eva Berger,165,165,0,239,256,1,1,0,2,21.58419167969408,2
